"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @EdVicAcademy: Yesterday our pupils in Nursery went on a trip to Italy in their aeroplane as part of our engagement back into learning w…",FALSE,0,NA,2021-03-10 08:26:31,FALSE,NA,"1369565317958139906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lesley72560470",5,TRUE,FALSE,NA,NA
"2","RT @wantedinrome: This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed for the…",FALSE,0,NA,2021-03-10 08:23:29,FALSE,NA,"1369564553948893187",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gcarloantonini",8,TRUE,FALSE,NA,NA
"3","i deserve a summer trip to italy",FALSE,1,NA,2021-03-10 07:58:24,FALSE,NA,"1369558241135501314",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lunaaluvrr",0,FALSE,FALSE,NA,NA
"4","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-10 07:41:00,FALSE,NA,"1369553863372603393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KwameAgyare16",11,TRUE,FALSE,NA,NA
"5","RT @wantedinrome: This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed for the…",FALSE,0,NA,2021-03-10 07:31:24,FALSE,NA,"1369551446430134272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","valletti_anna",8,TRUE,FALSE,NA,NA
"6","@HRRevels1 @Ihatetosayit @milhaus64 @Blue_Waters4 @WendyLeighS @Bree_ThreeGen @HeidiHasz @HairMetalChick1… https://t.co/8fNEHnsoC4",FALSE,1,"HRRevels1",2021-03-10 07:23:41,TRUE,"1369528849944502273","1369549502747643906","1293647987181314050","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SistasicilyN",0,FALSE,FALSE,NA,NA
"7","RT @wantedinrome: This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed for the…",FALSE,0,NA,2021-03-10 07:17:30,FALSE,NA,"1369547948065964033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jules38173984",8,TRUE,FALSE,NA,NA
"8","RT @TravelLeisure: Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius htt…",FALSE,0,NA,2021-03-10 07:11:05,FALSE,NA,"1369546335125377026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laurasgroves",11,TRUE,FALSE,NA,NA
"9","RT @bwdbradleywdick: #VirtualTrip #BestOfItaly by #InsightVacations Day06 #Venice sightseeing &amp; #Burano excursion 

https://t.co/gJxHxfWmMV…",FALSE,0,NA,2021-03-10 07:03:38,FALSE,NA,"1369544459017453568",NA,"<a href=""https://twitter.com/L_Moretti_Foto"" rel=""nofollow"">Lorezobot</a>","L_Moretti_Foto",1,TRUE,FALSE,NA,NA
"10","#VirtualTrip #BestOfItaly by #InsightVacations Day06 #Venice sightseeing &amp; #Burano excursion… https://t.co/iMLkR3dElB",FALSE,1,NA,2021-03-10 07:00:00,TRUE,NA,"1369543543899877376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bwdbradleywdick",1,FALSE,FALSE,NA,NA
"11","RT @ItalyTravel: The Rome and Amalfi Coast trip is popular southern Italy tour package click https://t.co/062xI5Rq0O #SouthernItaly #",FALSE,0,NA,2021-03-10 06:52:40,FALSE,NA,"1369541700474068992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viagginbici",1,TRUE,FALSE,NA,NA
"12","The world is WIDE. Plan a trip to Italy. Take a long drive. But remember,  happiness is a choice.",FALSE,0,NA,2021-03-10 06:43:23,FALSE,NA,"1369539364557094913",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","NewLifeBot",0,FALSE,FALSE,NA,NA
"13","The Rome and Amalfi Coast trip is popular southern Italy tour package click https://t.co/062xI5Rq0O #SouthernItaly #",FALSE,1,NA,2021-03-10 06:37:09,FALSE,NA,"1369537793794379779",NA,"<a href=""https://twetler.com"" rel=""nofollow"">Twetler Manager</a>","ItalyTravel",1,FALSE,FALSE,NA,NA
"14","RT @TravelLeisure: Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius htt…",FALSE,0,NA,2021-03-10 06:32:36,FALSE,NA,"1369536648829153280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alvpe",11,TRUE,FALSE,NA,NA
"15","RT @TravelLeisure: Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius htt…",FALSE,0,NA,2021-03-10 06:22:17,FALSE,NA,"1369534052093415427",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","astokertravel",11,TRUE,FALSE,NA,NA
"16","@bl2life @lannietravels @carpediemeire @strayidler @beckyexploring @perthtravelers @TravelBugsWorld @LisaRivera2207… https://t.co/IwiEiDyf7k",FALSE,0,"bl2life",2021-03-10 06:07:30,TRUE,"1369261621508444162","1369530330990870529","1338382801264128000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TravelingNess",0,FALSE,FALSE,NA,NA
"17","RT @TravelLeisure: Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius htt…",FALSE,0,NA,2021-03-10 06:06:40,FALSE,NA,"1369530124110950401",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MHindushrinker",11,TRUE,FALSE,NA,NA
"18","RT @TravelLeisure: Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius htt…",FALSE,0,NA,2021-03-10 05:56:46,FALSE,NA,"1369527631318818817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rich62743128",11,TRUE,FALSE,NA,NA
"19","RT @TravelLeisure: Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius htt…",FALSE,0,NA,2021-03-10 05:35:17,FALSE,NA,"1369522225758474240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maguilar2000",11,TRUE,FALSE,NA,NA
"20","Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius https://t.co/jzqFrTwnv7",FALSE,43,NA,2021-03-10 05:34:04,FALSE,NA,"1369521918412472320",NA,"<a href=""https://trueanthem.com/"" rel=""nofollow"">True Anthem</a>","TravelLeisure",11,FALSE,FALSE,NA,NA
"21","RT @wantedinrome: This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed for the…",FALSE,0,NA,2021-03-10 05:22:25,FALSE,NA,"1369518988464549888",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rhoafd",8,TRUE,FALSE,NA,NA
"22","Affordable southern Italy tour travels round trip from Naples through Puglia region click https://t.co/kIQhZmhTuH",FALSE,3,NA,2021-03-10 05:12:09,FALSE,NA,"1369516403011817472",NA,"<a href=""https://twetler.com"" rel=""nofollow"">Twetler Manager</a>","ItalyTravel",0,FALSE,FALSE,NA,NA
"23","RT @eemilygarzaa: i deserve a trip to italy",FALSE,0,NA,2021-03-10 05:02:08,FALSE,NA,"1369513880536416260",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carlyyleal",1,TRUE,FALSE,NA,NA
"24","RT @wantedinrome: This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed for the…",FALSE,0,NA,2021-03-10 04:59:56,FALSE,NA,"1369513329320943616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lau_AM9",8,TRUE,FALSE,NA,NA
"25","lizzie mcguire faking being sick on a school trip so she could go out into italy at like 15 ALONE to meet a strange… https://t.co/5UXczvHCKS",FALSE,1,NA,2021-03-10 04:59:27,TRUE,NA,"1369513206171930624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TaylorGilbert9",0,FALSE,FALSE,NA,NA
"26","RT @wantedinrome: This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed for the…",FALSE,0,NA,2021-03-10 04:48:02,FALSE,NA,"1369510334445326337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","siobanvict",8,TRUE,FALSE,NA,NA
"27","RT @wantedinrome: This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed for the…",FALSE,0,NA,2021-03-10 04:43:40,FALSE,NA,"1369509235374055425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marek25823484",8,TRUE,FALSE,NA,NA
"28","This video was made #otd last year on the way home from a quick trip to our office to pick up all that was needed f… https://t.co/lPdkc0EDq7",FALSE,41,NA,2021-03-10 04:42:21,TRUE,NA,"1369508903478779905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wantedinrome",8,FALSE,FALSE,NA,NA
"29","RT @EWTNVatican: Sidra, the Holy Book of Qaraqosh escaped the iconoclastic fury of ISIS and restored in Italy returns to the holy city for…",FALSE,0,NA,2021-03-10 04:36:36,FALSE,NA,"1369507454518763520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kkim1234567",28,TRUE,FALSE,NA,NA
"30","RT @TravelLeisure: 4 Epic Adventure Travel Ideas in Italy, From Tuscany’s Rolling Hills to the Dolomite Mountains  https://t.co/yFNamPDmtx",FALSE,0,NA,2021-03-10 04:33:13,FALSE,NA,"1369506603335057410",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Oma_Hamou",7,TRUE,FALSE,NA,NA
"31","The whiplash of covering the pope’s Iraq trip: A year of tight covid rules in Italy, then 72 hours of crowds https://t.co/icYj2OXC99",FALSE,0,NA,2021-03-10 04:28:45,FALSE,NA,"1369505482608611328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","touch128",0,FALSE,FALSE,NA,NA
"32","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-10 04:25:59,FALSE,NA,"1369504785565691905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ruslandzhebr",11,TRUE,FALSE,NA,NA
"33","Not Toya complaining about covid ruining her Italy trip like ppl ain’t dying",FALSE,0,NA,2021-03-10 04:05:33,FALSE,NA,"1369499642891800578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tastieeeeeee",0,FALSE,FALSE,NA,NA
"34","Thinking of a trip to Northern Italy check out ItalianTourism Northern Italy tour videos click https://t.co/ouG8uSgpc2",FALSE,1,NA,2021-03-10 03:57:09,FALSE,NA,"1369497528773840899",NA,"<a href=""https://twetler.com"" rel=""nofollow"">Twetler Manager</a>","ItalyTravel",0,FALSE,FALSE,NA,NA
"35","RT @PipGilbertNZ: 1 year ago yesterday I arrived back in NZ from a work trip to the US. With covid.  Couldn't get diagnosed because I hadn'…",FALSE,0,NA,2021-03-10 03:45:24,FALSE,NA,"1369494572653408258",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iceandy",1,TRUE,FALSE,NA,NA
"36","@CityNewsVAN @NEWS1130 @kierjunos Yes, had to cancel my trip to Italy this passed Christmas",FALSE,0,"CityNewsVAN",2021-03-10 03:42:39,FALSE,"1369484403978629120","1369493880974929921","18554920","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lonewolftrucker",0,FALSE,FALSE,NA,NA
"37","RT @TravelLeisure: 4 Epic Adventure Travel Ideas in Italy, From Tuscany’s Rolling Hills to the Dolomite Mountains  https://t.co/yFNamPDmtx",FALSE,0,NA,2021-03-10 03:41:43,FALSE,NA,"1369493643015389184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maedehfadaei",7,TRUE,FALSE,NA,NA
"38","@understandrome I led an art history trip to Italy from a NZ school in the 20th c. and arrived as the museum closed… https://t.co/a14hkg1aGv",FALSE,4,"understandrome",2021-03-10 03:37:27,TRUE,"1369311643289743365","1369492571039309825","134135559","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AHmatters",0,FALSE,FALSE,NA,NA
"39","I want to go to Portofino, Italy. That will be my next international trip. 
Mark my words 🇮🇹",FALSE,1,NA,2021-03-10 03:29:26,FALSE,NA,"1369490555479097346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CitaaaCafe",0,FALSE,FALSE,NA,NA
"40","RT @ItalyInTheHeart: 🇮🇹 Toscana (Tuscany)
📷 Peter Stewart

#toscana #tuscany #street #strada #feild #campo #mountain #montagnia #beautiful…",FALSE,0,NA,2021-03-10 03:23:47,FALSE,NA,"1369489131148091392",NA,"<a href=""https://github.com/DzianisH/RetweetBot"" rel=""nofollow"">TravelCoBlogger</a>","TravelCoBlogger",9,TRUE,FALSE,NA,NA
"41","RT @ItalyInTheHeart: 🇮🇹 Toscana (Tuscany)
📷 Peter Stewart

#toscana #tuscany #street #strada #feild #campo #mountain #montagnia #beautiful…",FALSE,0,NA,2021-03-10 03:15:55,FALSE,NA,"1369487151172366341",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MitchellMoffatt",9,TRUE,FALSE,NA,NA
"42","i deserve a trip to italy",FALSE,13,NA,2021-03-10 03:14:13,FALSE,NA,"1369486724167000065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eemilygarzaa",1,FALSE,FALSE,NA,NA
"43","i found about 60 bucks in euro from the italy trip 😏😏😏😏",FALSE,0,NA,2021-03-10 02:59:21,FALSE,NA,"1369482983913127936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","harryscherrii",0,FALSE,FALSE,NA,NA
"44","RT @interiorbym: a trip to italy is needed https://t.co/DhoquECrmK",FALSE,0,NA,2021-03-10 02:55:30,FALSE,NA,"1369482013468729346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_sdance_",17011,TRUE,FALSE,NA,NA
"45","RT @Walks: #TravelInspiration: The Best Spots to Visit in #Italy, According to T+L Editors https://t.co/MEKcVIg5Y5 via @TravelLeisure https…",FALSE,0,NA,2021-03-10 02:50:31,FALSE,NA,"1369480760927850505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","silviamorani",1,TRUE,FALSE,NA,NA
"46","@kevinhoctor I remember how much you and your wife enjoyed your trip to Italy (and it’s wine!) a few years ago. Thi… https://t.co/jQy0JsSQFo",FALSE,2,"kevinhoctor",2021-03-10 02:31:36,TRUE,NA,"1369475998064984064","6821372","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","DazeEnd",0,FALSE,FALSE,NA,NA
"47","RT @TerriLJohns08: If you haven't yet, I recomm you watch CNN's Searching for Italy w Stanley Tucci. 
A lovely way to travel through Italy…",FALSE,0,NA,2021-03-10 02:18:59,FALSE,NA,"1369472825787047939",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","horn_flip",2,TRUE,FALSE,NA,NA
"48","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-10 02:06:04,FALSE,NA,"1369469574454779904",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SportsbookBTC",11,TRUE,FALSE,NA,NA
"49","@CanadaRobin Canada, US, England, France, Italy, Netherlands... and Bangladesh! 

Aside from England the European c… https://t.co/pqtUzv7Zoa",FALSE,1,"CanadaRobin",2021-03-10 02:04:26,TRUE,"1369440218961559560","1369469163668975622","242564883","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MichaelARClark",0,FALSE,FALSE,NA,NA
"50","RT @WIRED: During Italy's second lockdown, photographer @paolopettigiani brightened his days by looking through images from his trip to Per…",FALSE,0,NA,2021-03-10 01:56:15,FALSE,NA,"1369467102051131396",NA,"<a href=""https://m1.t7w.co"" rel=""nofollow"">T7 App</a>","3KingZAppZ1",176,TRUE,FALSE,NA,NA
"51","@libraryseedbank First trip to Italy my consort's fixer taught us to eat it at the end of the meal: ""Scrub brush for your system.""",FALSE,1,"libraryseedbank",2021-03-10 01:41:15,FALSE,"1369462461913530371","1369463327680835585","1297243370","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gastropoda",0,FALSE,FALSE,NA,NA
"52","@meeshfitz @Bourdain @CNN I was just thinking today about how I need to watch that ASAP! Trip to Italy in 2022? 🍸🍝",FALSE,2,"meeshfitz",2021-03-10 01:40:15,FALSE,"1369462064952016900","1369463075221295104","560577941","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MariaHo",0,FALSE,FALSE,NA,NA
"53","Some idiots messaged them after her italy trip about her weight. Her Mum definitely heard about it — The f* is wron… https://t.co/tz6C3H2bjU",FALSE,1,NA,2021-03-10 01:20:19,TRUE,NA,"1369458058380926985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yenkanej",0,FALSE,FALSE,NA,NA
"54","These are my parents, they went on a ski trip in Italy and left me stuck in the house alone and I’m running out of… https://t.co/tcenWu0zWg",FALSE,0,NA,2021-03-10 01:04:07,TRUE,NA,"1369453981748105219",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","knightsofrey_",0,FALSE,FALSE,NA,NA
"55","RT @skidadling: Lest we forget, man took a quiet trip to Italy with a tour group years ago. So, yes, he can pronounce it correctly 🤣 https:…",FALSE,0,NA,2021-03-10 00:49:08,FALSE,NA,"1369450211840421888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Just45875152",70,TRUE,FALSE,NA,NA
"56","planning a trip to Italy in Spring 2022 and it's going to take me 13 days to get there from Florida..🚢
Got any secr… https://t.co/7HL5uIasOz",FALSE,1,NA,2021-03-10 00:39:31,TRUE,NA,"1369447791257415689",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","299Tenpinwiggle",0,FALSE,FALSE,NA,NA
"57","1 year ago yesterday I arrived back in NZ from a work trip to the US. With covid.  Couldn't get diagnosed because I… https://t.co/o4fGCN0LXj",FALSE,3,NA,2021-03-10 00:35:12,TRUE,NA,"1369446705935118336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PipGilbertNZ",1,FALSE,FALSE,NA,NA
"58","I'm howling. For the low price of 212€ you can add q day trip to Italy to your vacation",FALSE,0,NA,2021-03-10 00:21:57,FALSE,NA,"1369443372004503553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NightlyEchoes",0,FALSE,FALSE,NA,NA
"59","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-10 00:03:22,FALSE,NA,"1369438693174435843",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mohammadsalamaa",11,TRUE,FALSE,NA,NA
"60","RT @ItalyInTheHeart: 🇮🇹 Toscana (Tuscany)
📷 Peter Stewart

#toscana #tuscany #street #strada #feild #campo #mountain #montagnia #beautiful…",FALSE,0,NA,2021-03-09 23:43:41,FALSE,NA,"1369433740586401794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vanishingechoes",9,TRUE,FALSE,NA,NA
"61","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-09 23:30:44,FALSE,NA,"1369430481872240645",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MacapantaoJr",11,TRUE,FALSE,NA,NA
"62","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-09 23:26:38,FALSE,NA,"1369429452569075716",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HalukSargl1",11,TRUE,FALSE,NA,NA
"63","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-09 23:25:04,FALSE,NA,"1369429057864105985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LouiseODonoghu2",11,TRUE,FALSE,NA,NA
"64","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-09 23:24:29,FALSE,NA,"1369428909721272321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReDeeMcrIeR",11,TRUE,FALSE,NA,NA
"65","I’ve been in a mood all day and I can’t figure out what it is and I think it’s just that I want to take a fabulous… https://t.co/O8YR7Xw40P",FALSE,20,NA,2021-03-09 23:18:31,TRUE,NA,"1369427409376866309",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikewhelanjr",0,FALSE,FALSE,NA,NA
"66","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-09 23:17:42,FALSE,NA,"1369427203663011850",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","d_popson",11,TRUE,FALSE,NA,NA
"67","RT @BBCSport: Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blues lock Co…",FALSE,0,NA,2021-03-09 23:15:42,FALSE,NA,"1369426699608326146",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","qoubby",11,TRUE,FALSE,NA,NA
"68","Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blu… https://t.co/drQbJ1bgR3",FALSE,1,NA,2021-03-09 23:15:17,TRUE,NA,"1369426594180239364",NA,"<a href=""https://best.com"" rel=""nofollow"">SkyYorkshire</a>","YorkshireSp0rts",0,FALSE,FALSE,NA,NA
"69","Can Wales secure a fourth consecutive win? 🏴󠁧󠁢󠁷󠁬󠁳󠁿

👥 They recall Scarlets scrum-half Gareth Davies and Cardiff Blu… https://t.co/9c6YoV7AsK",FALSE,72,NA,2021-03-09 23:15:00,TRUE,NA,"1369426522830999552",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers (legacy)</a>","BBCSport",11,FALSE,FALSE,NA,NA
"70","@hitRECordJoe On a trip to Italy, I used MySpace to meet a local girl who took me to a local folk rock concert. The… https://t.co/VvYl8Eiodx",FALSE,0,"hitRECordJoe",2021-03-09 23:14:37,TRUE,"1369362607136772102","1369426426575872000","24807616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TehChrisWilson",0,FALSE,FALSE,NA,NA
"71","Life is short. Plan a trip to Italy. Swim in the sea. But remember,  happiness is a choice.",FALSE,0,NA,2021-03-09 23:13:23,FALSE,NA,"1369426116256075781",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","NewLifeBot",0,FALSE,FALSE,NA,NA
"72","Italy would be a nice ass trip...",FALSE,0,"Beautyful_Renee",2021-03-09 23:01:14,FALSE,"1369423056725217285","1369423057669025796","29477888","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Beautyful_Renee",0,FALSE,FALSE,NA,NA
"73","Alright now I’m going to watch Stanley Tucci eat delicious food and cry because covid cancelled my trip to Italy https://t.co/b27P6Meu3v",FALSE,28,NA,2021-03-09 22:57:27,FALSE,NA,"1369422106111410181",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SabriB10",0,FALSE,FALSE,NA,NA
"74","#NAPLES - Genuine mozzarella is made of buffalo milk and has a very characteristic taste that’s reminiscent of haze… https://t.co/DdyTx1zDGw",FALSE,0,NA,2021-03-09 22:53:00,TRUE,NA,"1369420986165178373",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BlogueCCBlog",0,FALSE,FALSE,NA,NA
"75","@cstross @IndigoTidings Italy is how much far away, two hours' plane trip?
And lots and lots of tourists, businessp… https://t.co/Wx1N9EWxWu",FALSE,0,"cstross",2021-03-09 22:52:13,TRUE,"1369228437106352129","1369420788168863749","390039185","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BibMarino",0,FALSE,FALSE,NA,NA
"76","@delilahc401 @Oprah Like attending a baby shower in New York, later a trip to see Serena Williams play in US Open,… https://t.co/Df7n4J25xP",FALSE,7,"delilahc401",2021-03-09 22:50:53,TRUE,"1369379499079589897","1369420454092496901","1203333494077710336","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","panto12",0,FALSE,FALSE,NA,NA
"77","Mason Cartoons behaves on a trip to Italy/grounded/forced to watch Smurfs (2011)",FALSE,0,NA,2021-03-09 22:47:44,FALSE,NA,"1369419663403286540",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","GoAnimateTitles",0,FALSE,FALSE,NA,NA
"78","#NewProfilePic just enjoying our lovely ski trip in Italy https://t.co/k5gvHiQFBg",FALSE,2,NA,2021-03-09 22:44:21,FALSE,NA,"1369418811036868608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","madi_luther",0,FALSE,FALSE,NA,NA
"79","RT @daysboards: Italy this or that:
Sicily or Sardinia? Road trip in Tuscany or boat ride to Capri? Tiramisu or panna cotta? Shopping in Mi…",FALSE,0,NA,2021-03-09 22:35:35,FALSE,NA,"1369416602731622405",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunnshinneo",16,TRUE,FALSE,NA,NA
