"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"575","Rome-2020
This was the last place I traveled to before Covid. I had been to Italy previously but didn't get to visi… https://t.co/mPqsel0xNh",FALSE,0,NA,2021-03-06 23:30:08,TRUE,NA,"1368343167830011906",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","guigapalhares1",0,FALSE,FALSE,NA,NA
"576","RT @CBSNews: Pope Francis arrived in Iraq on Friday, the first visit by a pontiff to the country. He ended his personal coronavirus lockdow…",FALSE,0,NA,2021-03-06 23:26:26,FALSE,NA,"1368342237420126211",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maureen_81_H2P",74,TRUE,FALSE,NA,NA
"577","@BnagtanBTS__ Hiii I miss you 😊
I want to visit Italy 
I love you 😍",FALSE,1,"BnagtanBTS__",2021-03-06 23:23:23,FALSE,"1368331474219327488","1368341470340648963","1239738812617486337","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BTSZahr",0,FALSE,FALSE,NA,NA
"578","Would you rather scale the cliffside stairs down to Neptune's Grotto in Italy? Or would you rather wait for low tid… https://t.co/EJyjdIil4O",FALSE,0,NA,2021-03-06 23:00:36,TRUE,NA,"1368335736823484420",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","WorldTravel2015",0,FALSE,FALSE,NA,NA
"579","RT @ThierryBreton: 🇪🇺Task Force working visit to Italy 🇮🇹

Italy is an important part of our European supply chain for the manufacturing of…",FALSE,0,NA,2021-03-06 22:48:52,FALSE,NA,"1368332782833987585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ClaudiaSalvi2",42,TRUE,FALSE,NA,NA
"580","My followers live in USA (29%), Italy(18%)... Get your map: https://t.co/7Oa8g7hLBz 
New followers from Turkey , th… https://t.co/6zBmsOO4m1",FALSE,1,NA,2021-03-06 22:45:06,TRUE,NA,"1368331836020101123",NA,"<a href=""http://tweepsmap.com"" rel=""nofollow"">Tweepsmap</a>","BdsmKingofpain",0,FALSE,FALSE,NA,NA
"581","RT @DiscoverOK: 2/2 Visit Speeding Bullet Comics in Norman for all kinds of adventures through the mediums of comics and graphic novels; Ty…",FALSE,0,NA,2021-03-06 22:31:24,FALSE,NA,"1368328386033184774",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ken_ragsdale",3,TRUE,FALSE,NA,NA
"582","@RossMcGill Managing a trip in Italy blissfully unaware that Ofsted we’re about to visit.",FALSE,0,"RossMcGill",2021-03-06 22:09:17,FALSE,"1367949509511233543","1368322820015525890","17949485","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ParkinsonDawn",0,FALSE,FALSE,NA,NA
"583","#PopeInIraq  
The significance of the Pope’s visit to Iraq cannot be overstated:

- The first pontiff ever to visit… https://t.co/tvrN1gtJ6b",FALSE,7,NA,2021-03-06 22:07:41,TRUE,NA,"1368322420646371329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johayesjourno",1,FALSE,FALSE,NA,NA
"584","RT @JamesAlmas: During my last visit to #beautiful #Italy I captured this #photo of these newlyweds enjoying an early morning stroll along…",FALSE,0,NA,2021-03-06 22:07:25,FALSE,NA,"1368322350031265798",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HassCho",65,TRUE,FALSE,NA,NA
"585","RT @Kurdistan: “Here is a brief explanation regarding the historic visit of his Holiness Pope Francis to the Kurdistan Region” 

https://t.…",FALSE,0,NA,2021-03-06 22:01:41,FALSE,NA,"1368320909342281730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KRG_Italy",7,TRUE,FALSE,NA,NA
"586","RT @KRG_USA: The Kurdistan Regional Government is looking forward to the historic visit of His Holiness @pontifix Pope Francis to the #Kurd…",FALSE,0,NA,2021-03-06 21:58:59,FALSE,NA,"1368320229072375808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KRG_Italy",7,TRUE,FALSE,NA,NA
"587","@SCprisioner Oh I’m sorry for your loss🥺

Italy is cool if you visit it as a tourist, but trust me this Country is messed up😅",FALSE,1,"SCprisioner",2021-03-06 21:58:56,FALSE,"1368319823848091649","1368320218611728387","1354665325183324163","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","polemicwitch",0,FALSE,FALSE,NA,NA
"588","@Irina_Vukolova
😃 After the wedding, we will decide together, which places to visit, in Italy and in the world, My… https://t.co/Ao4zBORX6S",FALSE,0,"Irina_Vukolova",2021-03-06 21:57:51,TRUE,NA,"1368319946124627972","215411023","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IvanGagliolo",0,FALSE,FALSE,NA,NA
"589","RT @Mardigroan: So tired this afternoon I'm thinking of going to Italy to visit Naples for a nap.",FALSE,0,NA,2021-03-06 21:37:06,FALSE,NA,"1368314722966249476",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Gupton68",15,TRUE,FALSE,NA,NA
"590","I wanna go whale watching on the Cape and visit Yellowstone and swim with sharks and dolphins and turtles and see Greece and Italy",FALSE,7,NA,2021-03-06 21:23:58,FALSE,NA,"1368311418995499012",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bradzyy",0,FALSE,FALSE,NA,NA
"591","I can’t wait to travel and visit Italy again 😍 https://t.co/fUDWC517ph",FALSE,7,NA,2021-03-06 21:18:36,FALSE,NA,"1368310065699069953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msTianyi",0,FALSE,FALSE,NA,NA
"592","See a part of #Italy that might instill in you the desire to visit. #travelplans  https://t.co/yndpHudkWt https://t.co/XeW3cdm17t",FALSE,0,NA,2021-03-06 21:16:06,FALSE,NA,"1368309437690167297",NA,"<a href=""https://www.corelistingmachine.com/"" rel=""nofollow"">CORE ListingMachine</a>","KramerGroup",0,FALSE,FALSE,NA,NA
"593","RT @ThierryBreton: 🇪🇺Task Force working visit to Italy 🇮🇹

Italy is an important part of our European supply chain for the manufacturing of…",FALSE,0,NA,2021-03-06 21:03:01,FALSE,NA,"1368306145434210312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlessiaDiGrego3",42,TRUE,FALSE,NA,NA
"594","RT @schisano85: #Italy #leather #sea #fashion #MadeInItaly 
20% #Discounts 
Where u can find all this?
And much more?
Just visit

https://t…",FALSE,0,NA,2021-03-06 21:00:53,FALSE,NA,"1368305606994632707",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","machonejack",10,TRUE,FALSE,NA,NA
"595","@DrewP70 When Italy will be freed from this criminal dictatorship, the country will be open for Americans and for a… https://t.co/3MEGhmcx4z",FALSE,25,"DrewP70",2021-03-06 20:40:40,TRUE,"1368296944972533764","1368300520566358025","134929088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CesareSacchetti",4,FALSE,FALSE,NA,NA
"596","@Vivhamm All of Sicily is uniquely rich in beauty, history and culture but the Aeolian Islands are the most beautif… https://t.co/TQU1P6edBS",FALSE,1,"Vivhamm",2021-03-06 20:40:37,TRUE,"1368299254033362946","1368300507878617093","889204211266842624","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adambutler65",0,FALSE,FALSE,NA,NA
"597","A Guide to Puglia, where I plan to visit ⁦@JMoocow⁩ every summer – Italy's Newest Hotspot | ITALY Magazine https://t.co/QjaqIZ7TiY",FALSE,3,NA,2021-03-06 20:23:23,FALSE,NA,"1368296171521859587",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenekaplan",0,FALSE,FALSE,NA,NA
"598","I got to visit Italy 😩😩 https://t.co/B7h7yf1mXr",FALSE,0,NA,2021-03-06 20:20:19,FALSE,NA,"1368295398184525824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jay_mostwantedx",0,FALSE,FALSE,NA,NA
"599","25 Best Small Towns in Italy to Visit https://t.co/CWEdSmLoHv",FALSE,0,NA,2021-03-06 20:16:32,FALSE,NA,"1368294448182988800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patzinhalima",0,FALSE,FALSE,NA,NA
"600","@LakerJoseph824 Japan then Thailand, would like to visit Spain and Italy",FALSE,1,"LakerJoseph824",2021-03-06 20:13:29,FALSE,"1368293453109497856","1368293680738488325","1312958012227641346","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JayLBC23",0,FALSE,FALSE,NA,NA
"601","@MrLix @grimoire_2020 No one cares what the mayor of a city i don't live in does. I care more about the mayor of Bo… https://t.co/0v0wnbxJzm",FALSE,0,"MrLix",2021-03-06 20:06:43,TRUE,"1368266496552624133","1368291977792532491","74320266","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nick4125",0,FALSE,FALSE,NA,NA
"602","@lee_kof Oh nice u have to visit italy anytime i have a Lifestory really similar to the  Yours ... i Guess we are Citizen of the world lol",FALSE,1,"lee_kof",2021-03-06 20:06:39,FALSE,"1368287281006710794","1368291958658129927","1192972413283307520","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ClaudioMate4",0,FALSE,FALSE,NA,NA
"603","@Perfervid_Femme + would be my first choice, France, Italy and Greece, probably. All such good foods.”

He looks de… https://t.co/P6msbiFwP9",FALSE,1,"ChefCharming_",2021-03-06 20:00:06,TRUE,"1368290304382672896","1368290310296571908","1298988977475563525","<a href=""https://twittrp.com"" rel=""nofollow"">Twitt-RP</a>","ChefCharming_",0,FALSE,FALSE,NA,NA
"604","@TheRedSoph Hahaha, we are just about to book to visit Italy in June. Reckon that’s too early?

I need some sun! It’s been 2 years!",FALSE,0,"TheRedSoph",2021-03-06 19:54:19,FALSE,"1368282342918402050","1368288853967142912","492985988","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KlavanDijk",0,FALSE,FALSE,NA,NA
"605","RT @AlessioGeirola: Come and visit Genoa 🌊☀️🇮🇹 Bunn-a giurna’ amixi! #Genova #Genoa #Geirola #Liguria #Italy #Summer #Sole #Mare #Vacanze #…",FALSE,0,NA,2021-03-06 19:47:53,FALSE,NA,"1368287235699802117",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","small_talk77",3,TRUE,FALSE,NA,NA
"606","RT @NomadsPassport: Recently contributed to this great post ✨🇮🇹 
Give it a read &amp; discover great small towns in Italy!

25 Best Small Towns…",FALSE,0,NA,2021-03-06 19:29:13,FALSE,NA,"1368282539543171077",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marilyn_Res",1,TRUE,FALSE,NA,NA
"607","@Allison_Good1 @anniesperson In fact, we have a good friend in Italy who wants to come visit us again, and he’s onl… https://t.co/UyKTcFUcz8",FALSE,0,"DenisonBe",2021-03-06 19:29:04,TRUE,"1368280743265329155","1368282501026877441","1862101789","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DenisonBe",0,FALSE,FALSE,NA,NA
"608","@thegraceilana I would loooove to visit Italy! I feel like it would be so much fun!",FALSE,0,"thegraceilana",2021-03-06 19:10:04,FALSE,"1368012963110617091","1368277719021150210","1332330494449606657","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeVransyApparel",0,FALSE,FALSE,NA,NA
